2020-02-06 17:52:02|ProxyPort初始化中...
2020-02-06 17:52:02|ProxyPort初始化成功！
2020-02-06 17:52:02|ProxyPort启动成功！
2020-02-06 17:52:21|127.0.0.1:56382接入
2020-02-06 17:52:21|127.0.0.1:56383接入
2020-02-06 17:52:22|127.0.0.1:56383未识别的客户端类型
2020-02-06 17:52:22|127.0.0.1:56383连接断开！
2020-02-06 17:52:22|127.0.0.1:56382=>localhost:80
2020-02-06 17:52:27|127.0.0.1:56382连接断开！
2020-02-06 17:52:31|127.0.0.1:56386接入
2020-02-06 17:52:31|127.0.0.1:56386未识别的客户端类型
2020-02-06 17:52:31|127.0.0.1:56386连接断开！
2020-02-06 17:52:35|127.0.0.1:56390接入
2020-02-06 17:52:35|127.0.0.1:56391接入
2020-02-06 17:52:35|127.0.0.1:56391未识别的客户端类型
2020-02-06 17:52:35|127.0.0.1:56391连接断开！
2020-02-06 17:52:35|127.0.0.1:56390=>localhost:80
2020-02-06 17:52:40|127.0.0.1:56390连接断开！
2020-02-06 17:58:04|正常关闭！
2020-02-06 17:58:07|ProxyPort初始化中...
2020-02-06 17:58:07|ProxyPort初始化成功！
2020-02-06 17:58:07|ProxyPort启动成功！
2020-02-06 17:58:52|127.0.0.1:56467接入
2020-02-06 17:58:52|127.0.0.1:56468接入
2020-02-06 17:59:00|127.0.0.1:56481接入
2020-02-06 18:01:03|正常关闭！
2020-02-06 18:01:26|ProxyPort初始化中...
2020-02-06 18:01:26|ProxyPort初始化成功！
2020-02-06 18:01:26|ProxyPort启动成功！
2020-02-06 18:01:28|127.0.0.1:56562接入
2020-02-06 18:01:28|127.0.0.1:56563接入
2020-02-06 18:01:28|127.0.0.1:56562未识别的客户端类型
2020-02-06 18:01:28|127.0.0.1:56562连接断开！
2020-02-06 18:01:28|127.0.0.1:56563=>localhost:80
2020-02-06 18:01:35|127.0.0.1:56563连接断开！
2020-02-06 18:01:38|正常关闭！
2020-02-06 18:10:15|ProxyPort初始化中...
2020-02-06 18:10:15|ProxyPort初始化成功！
2020-02-06 18:10:15|ProxyPort启动成功！
2020-02-06 18:10:16|正常关闭！
2020-02-06 18:10:29|ProxyPort初始化中...
2020-02-06 18:10:29|ProxyPort初始化成功！
2020-02-06 18:10:29|ProxyPort启动成功！
2020-02-06 18:10:31|127.0.0.1:56705接入
2020-02-06 18:10:31|127.0.0.1:56706接入
2020-02-06 18:10:31|127.0.0.1:56705=>localhost:80
2020-02-06 18:10:31|127.0.0.1:56706未识别的客户端类型
2020-02-06 18:10:31|127.0.0.1:56706连接断开！
2020-02-06 18:10:37|127.0.0.1:56705连接断开！
2020-02-06 19:50:54|127.0.0.1:58755接入
2020-02-06 19:50:54|127.0.0.1:58756接入
2020-02-06 19:50:54|127.0.0.1:58755=>localhost:80
2020-02-06 19:50:54|127.0.0.1:58756未识别的客户端类型
2020-02-06 19:50:54|127.0.0.1:58756连接断开！
2020-02-06 19:50:56|正常关闭！
2020-02-14 10:40:40|ProxyPort初始化中...
2020-02-14 10:40:40|ProxyPort初始化成功！
2020-02-14 10:40:40|ProxyPort启动成功！
2020-02-14 10:41:34|正常关闭！
2020-02-14 10:41:53|ProxyPort初始化中...
2020-02-14 10:41:53|ProxyPort初始化成功！
2020-02-14 10:41:53|ProxyPort启动成功！
2020-02-14 10:42:15|ProxyPort初始化中...
2020-02-14 10:42:15|ProxyPort初始化成功！
2020-02-14 10:42:37|ProxyPort初始化中...
2020-02-14 10:42:37|ProxyPort初始化成功！
2020-02-14 10:42:40|正常关闭！
2020-02-14 10:43:36|ProxyPort初始化中...
2020-02-14 10:43:36|ProxyPort初始化成功！
2020-02-14 10:43:36|ProxyPort启动成功！
2020-02-14 10:43:38|正常关闭！
2020-02-14 10:48:16|ProxyPort初始化中...
2020-02-14 10:48:16|ProxyPort初始化成功！
2020-02-14 10:48:16|ProxyPort启动成功！
2020-02-14 10:48:24|正常关闭！
2020-02-14 10:49:40|ProxyPort初始化中...
2020-02-14 10:49:41|ProxyPort初始化成功！
2020-02-14 10:49:41|ProxyPort启动成功！
2020-02-14 10:49:46|正常关闭！
2020-02-14 10:49:48|ProxyPort初始化中...
2020-02-14 10:49:48|ProxyPort初始化成功！
2020-02-14 10:49:48|ProxyPort启动成功！
2020-02-14 10:49:56|正常关闭！
2020-02-14 10:52:04|ProxyPort初始化中...
2020-02-14 10:52:04|ProxyPort初始化成功！
2020-02-14 10:52:04|ProxyPort启动成功！
2020-02-14 10:52:08|正常关闭！
2020-02-14 10:52:12|ProxyPort初始化中...
2020-02-14 10:52:12|ProxyPort初始化成功！
2020-02-14 10:52:12|ProxyPort启动成功！
2020-02-14 10:52:17|正常关闭！
2020-02-14 10:53:06|ProxyPort初始化中...
2020-02-14 10:53:06|ProxyPort初始化成功！
2020-02-14 10:53:06|ProxyPort启动成功！
2020-02-14 10:53:14|正常关闭！
2020-02-14 10:55:33|ProxyPort初始化中...
2020-02-14 10:55:33|ProxyPort初始化成功！
2020-02-14 10:55:33|ProxyPort启动成功！
2020-02-14 10:55:35|正常关闭！
2020-02-14 10:55:56|ProxyPort初始化中...
2020-02-14 10:55:56|ProxyPort初始化成功！
2020-02-14 10:55:56|ProxyPort启动成功！
2020-02-14 10:55:58|正常关闭！
2020-02-14 10:56:21|ProxyPort初始化中...
2020-02-14 10:56:21|ProxyPort初始化成功！
2020-02-14 10:56:21|ProxyPort启动成功！
2020-02-14 10:56:23|正常关闭！
2020-02-14 11:22:56|ProxyPort初始化中...
2020-02-14 11:22:56|ProxyPort初始化成功！
2020-02-14 11:22:56|ProxyPort启动成功！
2020-02-14 11:22:59|正常关闭！
2020-02-14 11:23:34|ProxyPort初始化中...
2020-02-14 11:23:34|ProxyPort初始化成功！
2020-02-14 11:23:34|ProxyPort启动成功！
2020-02-14 11:23:41|正常关闭！
2020-02-14 11:23:54|ProxyPort初始化中...
2020-02-14 11:23:54|ProxyPort初始化成功！
2020-02-14 11:23:54|ProxyPort启动成功！
2020-02-14 12:54:17|正常关闭！
2020-02-14 12:55:42|ProxyPort初始化中...
2020-02-14 12:55:42|ProxyPort初始化成功！
2020-02-14 12:55:42|ProxyPort启动成功！
2020-02-14 12:55:49|127.0.0.1:62700接入
2020-02-14 12:55:49|127.0.0.1:62700连接断开！
2020-02-14 15:04:03|127.0.0.1:63730接入
2020-02-14 15:04:03|127.0.0.1:63730连接断开！
2020-02-14 15:04:51|正常关闭！
2020-02-14 15:05:16|ProxyPort初始化中...
2020-02-14 15:05:16|ProxyPort初始化成功！
2020-02-14 15:05:16|ProxyPort启动成功！
2020-02-14 15:05:19|127.0.0.1:63735接入
2020-02-14 15:05:19|127.0.0.1:63735连接断开！
2020-02-14 15:34:19|127.0.0.1:63859接入
2020-02-14 15:34:19|127.0.0.1:63859连接断开！
2020-02-14 15:46:34|正常关闭！
2020-02-14 16:26:04|ProxyPort初始化中...
2020-02-14 16:26:04|ProxyPort初始化成功！
2020-02-14 16:26:04|ProxyPort启动成功！
2020-02-14 16:32:03|127.0.0.1:64610接入
2020-02-14 16:32:04|127.0.0.1:64610连接断开！
2020-02-14 16:32:21|127.0.0.1:64620接入
2020-02-14 16:32:21|127.0.0.1:64620连接断开！
2020-02-14 19:22:06|正常关闭！
2020-02-14 19:53:20|ProxyPort初始化中...
2020-02-14 19:53:20|ProxyPort初始化成功！
2020-02-14 19:53:20|ProxyPort启动成功！
2020-02-14 19:53:31|正常关闭！
2020-02-14 19:54:19|ProxyPort初始化中...
2020-02-14 19:54:19|ProxyPort初始化成功！
2020-02-14 19:54:19|ProxyPort启动成功！
2020-02-14 19:54:20|正常关闭！
2020-02-14 19:55:46|ProxyPort初始化中...
2020-02-14 19:55:46|ProxyPort初始化成功！
2020-02-14 19:55:46|ProxyPort启动成功！
2020-02-14 19:56:59|正常关闭！
2020-02-14 19:57:09|ProxyPort初始化中...
2020-02-14 19:57:09|ProxyPort初始化成功！
2020-02-14 19:57:09|ProxyPort启动成功！
2020-02-14 19:57:11|127.0.0.1:50107接入
2020-02-14 19:57:11|127.0.0.1:50107连接断开！
2020-02-14 19:57:37|正常关闭！
2020-02-14 20:02:00|ProxyPort初始化中...
2020-02-14 20:02:00|ProxyPort初始化成功！
2020-02-14 20:02:00|ProxyPort启动成功！
2020-02-14 20:02:12|127.0.0.1:50189接入
2020-02-14 20:02:12|127.0.0.1:50189连接断开！
2020-02-14 20:02:16|127.0.0.1:50193接入
2020-02-14 20:02:17|127.0.0.1:50193连接断开！
2020-02-14 20:02:47|正常关闭！
2020-02-14 20:51:44|ProxyPort初始化中...
2020-02-14 20:51:44|ProxyPort初始化成功！
2020-02-14 20:51:44|ProxyPort启动成功！
2020-02-14 20:51:52|127.0.0.1:50364接入
2020-02-14 20:51:52|登录失败来自127.0.0.1:50364
2020-02-14 20:51:52|127.0.0.1:50364连接断开！
2020-02-14 20:52:02|正常关闭！
2020-02-14 20:52:27|ProxyPort初始化中...
2020-02-14 20:52:27|ProxyPort初始化成功！
2020-02-14 20:52:27|ProxyPort启动成功！
2020-02-14 20:52:29|127.0.0.1:50365接入
2020-02-14 20:52:29|登录失败来自127.0.0.1:50365
2020-02-14 20:52:29|127.0.0.1:50365连接断开！
2020-02-14 20:54:13|正常关闭！
2020-02-14 20:57:34|ProxyPort初始化中...
2020-02-14 20:57:34|ProxyPort初始化成功！
2020-02-14 20:57:34|ProxyPort启动成功！
2020-02-14 20:57:38|127.0.0.1:50382接入
2020-02-14 20:57:38|登录失败来自127.0.0.1:50382
2020-02-14 20:57:38|127.0.0.1:50382连接断开！
2020-02-14 20:58:06|正常关闭！
2020-02-14 20:58:44|ProxyPort初始化中...
2020-02-14 20:58:44|ProxyPort初始化成功！
2020-02-14 20:58:44|ProxyPort启动成功！
2020-02-14 20:58:49|127.0.0.1:50383接入
2020-02-14 20:58:49|登录成功来自127.0.0.1:50383
2020-02-14 20:58:49|127.0.0.1:50383连接断开！
2020-02-14 21:00:31|127.0.0.1:50387接入
2020-02-14 21:00:31|登录失败来自127.0.0.1:50387
2020-02-14 21:00:31|127.0.0.1:50387连接断开！
2020-02-14 21:01:07|127.0.0.1:50390接入
2020-02-14 21:01:07|登录成功来自127.0.0.1:50390
2020-02-14 21:01:07|127.0.0.1:50390连接断开！
2020-02-14 21:01:25|正常关闭！
2020-02-14 21:13:42|ProxyPort初始化中...
2020-02-14 21:13:42|ProxyPort初始化成功！
2020-02-14 21:13:42|ProxyPort启动成功！
2020-02-14 21:13:59|127.0.0.1:50471接入
2020-02-14 21:14:00|127.0.0.1:50471=>127.0.0.1:80
2020-02-14 21:14:14|正常关闭！
2020-02-14 21:17:40|ProxyPort初始化中...
2020-02-14 21:17:40|ProxyPort初始化成功！
2020-02-14 21:17:40|ProxyPort启动成功！
2020-02-14 21:19:57|正常关闭！
2020-02-14 21:20:01|ProxyPort初始化中...
2020-02-14 21:20:01|ProxyPort初始化成功！
2020-02-14 21:20:01|ProxyPort启动成功！
2020-02-14 21:20:10|127.0.0.1:50559接入
2020-02-14 21:20:10|127.0.0.1:50560接入
2020-02-14 21:20:10|127.0.0.1:50559=>127.0.0.1:6666
2020-02-14 21:20:10|127.0.0.1:50560=>127.0.0.1:6666
2020-02-14 21:20:19|127.0.0.1:50565接入
2020-02-14 21:20:19|登录成功来自127.0.0.1:50565
2020-02-14 21:20:19|127.0.0.1:50565连接断开！
2020-02-14 21:20:25|127.0.0.1:50567接入
2020-02-14 21:20:25|127.0.0.1:50568接入
2020-02-14 21:20:25|127.0.0.1:50568连接断开！
2020-02-14 21:20:25|127.0.0.1:50567=>localhost:80
2020-02-14 21:20:30|127.0.0.1:50574接入
2020-02-14 21:20:30|127.0.0.1:50575接入
2020-02-14 21:20:30|127.0.0.1:50575连接断开！
2020-02-14 21:20:30|127.0.0.1:50574=>localhost:80
2020-02-14 21:20:37|127.0.0.1:50577接入
2020-02-14 21:20:37|127.0.0.1:50578接入
2020-02-14 21:20:37|127.0.0.1:50577连接断开！
2020-02-14 21:20:39|127.0.0.1:50578=>localhost:80
2020-02-14 21:21:09|127.0.0.1:50586接入
2020-02-14 21:21:09|127.0.0.1:50587接入
2020-02-14 21:21:09|127.0.0.1:50586连接断开！
2020-02-14 21:21:10|127.0.0.1:50587=>localhost:80
2020-02-14 21:21:14|127.0.0.1:50589接入
2020-02-14 21:21:15|127.0.0.1:50589连接断开！
2020-02-14 21:21:15|127.0.0.1:50590接入
2020-02-14 21:21:15|127.0.0.1:50590=>localhost:80
2020-02-14 21:21:20|127.0.0.1:50587连接断开！
2020-02-14 21:21:25|127.0.0.1:50590连接断开！
2020-02-14 21:23:17|正常关闭！
2020-02-14 21:31:46|ProxyPort初始化中...
2020-02-14 21:31:46|ProxyPort初始化成功！
2020-02-14 21:31:46|ProxyPort启动成功！
2020-02-14 21:31:48|正常关闭！
2020-02-14 21:45:22|ProxyPort初始化中...
2020-02-14 21:45:22|ProxyPort初始化成功！
2020-02-14 21:45:22|ProxyPort启动成功！
2020-02-14 21:45:27|127.0.0.1:50922接入
2020-02-14 21:45:27|登录失败来自127.0.0.1:50922
2020-02-14 21:45:27|127.0.0.1:50922连接断开！
2020-02-14 21:45:39|正常关闭！
2020-02-14 21:46:06|ProxyPort初始化中...
